线索ID,日期,城市,渠道,客户年龄,客户性别,试驾时长,是否下订,is_outlier,试驾时长_raw,线索月份,跟进总次数,平均沟通时长,最大沟通时长,沟通时长标准差,最早跟进日期,最晚跟进日期,主要跟进方式,电话占比,微信占比,面谈占比,主要销售员ID,涉及销售员数,首次跟进间隔天数,跟进天数跨度,跟进强度,订单ID,交付日期,车型,配置,颜色,交付里程,是否延迟交付,交付评分,线索到交付天数,投诉次数,主要投诉类型,投诉类型数,平均处理时长,最大处理时长,售后平均满意度,售后最低满意度,是否有投诉,销售员ID,销售员城市,主要销售员职级,销售员入职日期,主要销售员绩效,销售员经验天数,租金(万),水电(万),市场费用(万),总运营成本万,年龄分段,是否周末,季度,城市当月线索数,渠道历史转化率,销售员历史转化率
L000771,2025-12-30,武汉,抖音,23,男,17,0,0,17,2025-12,3,8.1,27.2,2.8,2026-01-03,2026-01-10,面谈,0.127,0.282,0.59,S004,3,4,7,0.375,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S004,武汉,初级,2022-11-13,A,1143,26.23,5.67,40.98,59.01,18-25,0,2025Q4,16,0.27,0.393
L000772,2025-08-21,成都,小红书,40,女,19,0,0,19,2025-08,0,0.0,0.0,0.0,2025-08-21,2025-08-21,面谈,0.186,0.198,0.615,S047,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,成都,中级,2022-10-17,B,1039,13.02,2.26,17.09,36.47,36-45,0,2025Q3,11,0.29,0.392
L000773,2025-07-01,广州,懂车帝,28,女,27,0,0,27,2025-07,5,18.8,29.6,3.8,2025-07-05,2025-07-26,电话,0.404,0.368,0.228,S004,1,4,21,0.227,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S004,广州,中级,2022-04-04,A,1184,13.66,2.09,12.06,64.72,26-35,0,2025Q3,21,0.34,0.375
L000774,2025-08-23,深圳,车展,37,男,40,1,0,40,2025-08,1,14.9,20.1,0.0,2025-08-29,2025-09-11,面谈,0.41,0.158,0.431,S005,3,6,13,0.071,O000773,2025-10-28,G9,702 Max,星云白,245.0,1.0,3.8,66.0,0,无,0,0.0,0.0,0.0,0.0,0,S005,深圳,中级,2021-10-04,C,1419,29.7,5.13,40.91,50.25,36-45,1,2025Q3,19,0.25,0.237
L000775,2025-12-30,北京,懂车帝,32,女,28,1,0,28,2025-12,3,10.3,29.9,6.0,2025-12-30,2026-01-07,电话,0.411,0.267,0.322,S003,1,0,8,0.333,O000774,2026-02-24,G9,702 Pro,月光银,186.0,0.0,3.4,56.0,1,充电体验,1,12.3,15.3,3.2,3.1,1,S003,北京,高级,2023-01-11,A,1084,24.14,2.15,13.11,41.61,26-35,0,2025Q4,8,0.34,0.306
L000776,2025-11-15,广州,抖音,32,女,39,0,0,39,2025-11,1,26.9,43.0,0.0,2025-11-16,2025-11-22,电话,0.776,0.177,0.047,S022,2,1,6,0.143,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S022,广州,高级,2022-04-13,B,1312,10.56,6.44,41.12,43.41,26-35,1,2025Q4,17,0.27,0.373
L000777,2025-08-30,广州,抖音,30,男,57,1,0,57,2025-08,5,17.6,23.7,5.7,2025-09-04,2025-09-20,电话,0.435,0.161,0.403,S040,3,5,16,0.294,O000776,2025-10-23,G9,650 Max,星际绿,11.0,0.0,3.8,54.0,1,交付等待,1,13.2,20.9,3.8,3.6,1,S040,广州,中级,2022-03-14,B,1265,17.43,5.03,27.94,58.72,26-35,1,2025Q3,9,0.27,0.321
L000778,2025-07-13,成都,门店,32,男,30,0,0,30,2025-07,3,16.4,35.3,8.7,2025-07-14,2025-07-26,电话,0.552,0.403,0.045,S001,3,1,12,0.231,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,成都,高级,2024-04-01,A,468,10.01,3.21,35.33,69.05,26-35,1,2025Q3,14,0.31,0.372
L000779,2025-10-07,上海,朋友推荐,58,女,35,0,0,35,2025-10,3,11.7,28.2,1.8,2025-10-14,2025-10-27,电话,0.457,0.396,0.147,S010,1,7,13,0.214,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S010,上海,初级,2022-10-05,B,1098,27.12,5.05,36.36,49.13,56+,0,2025Q4,19,0.33,0.281
L000780,2025-08-17,西安,小红书,42,男,36,0,0,36,2025-08,7,6.2,11.9,1.4,2025-08-19,2025-08-25,电话,0.452,0.448,0.099,S017,1,2,6,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S017,西安,高级,2023-03-16,A,885,21.79,5.62,40.18,41.34,36-45,1,2025Q3,18,0.29,0.27
L000781,2025-12-01,南京,车展,39,男,15,0,0,15,2025-12,5,28.0,39.4,3.3,2025-12-08,2025-12-23,微信,0.07,0.626,0.303,S018,3,7,15,0.312,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,南京,资深,2022-06-05,C,1275,25.55,5.88,22.55,38.67,36-45,0,2025Q4,19,0.25,0.301
L000782,2025-10-25,重庆,抖音,54,女,13,1,0,13,2025-10,3,7.9,27.4,6.4,2025-10-27,2025-11-14,电话,0.54,0.295,0.165,S014,2,2,18,0.158,O000781,2025-12-29,G9,570 Plus,星阙灰,239.0,0.0,4.1,65.0,0,无,0,0.0,0.0,0.0,0.0,0,S014,重庆,初级,2021-03-01,B,1699,20.19,3.56,32.54,33.61,46-55,1,2025Q4,23,0.27,0.282
L000783,2025-11-20,成都,抖音,37,女,32,0,0,32,2025-11,3,16.8,24.5,8.8,2025-11-23,2025-12-05,微信,0.317,0.636,0.047,S036,3,3,12,0.231,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,成都,中级,2022-08-06,A,1202,29.19,4.47,8.27,58.22,36-45,0,2025Q4,20,0.27,0.284
L000784,2025-07-31,北京,车展,38,女,41,0,0,41,2025-07,4,12.2,19.0,3.1,2025-08-04,2025-08-18,电话,0.523,0.428,0.049,S028,3,4,14,0.267,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S028,北京,中级,2023-03-03,C,881,24.41,2.49,19.14,28.21,36-45,0,2025Q3,18,0.25,0.224
L000785,2025-11-30,南京,门店,27,女,26,0,0,26,2025-11,2,10.5,27.2,1.4,2025-11-30,2025-12-22,电话,0.634,0.251,0.116,S014,1,0,22,0.087,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S014,南京,中级,2022-11-15,A,1111,12.5,4.71,31.8,60.88,26-35,1,2025Q4,14,0.31,0.284
L000786,2025-11-03,重庆,懂车帝,40,男,43,0,0,43,2025-11,2,27.8,42.3,7.8,2025-11-06,2025-11-26,面谈,0.133,0.358,0.509,S027,1,3,20,0.095,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S027,重庆,中级,2024-06-13,B,508,11.0,4.52,40.4,36.41,36-45,0,2025Q4,8,0.34,0.278
L000787,2025-09-20,北京,抖音,37,男,27,0,0,27,2025-09,4,12.5,26.6,4.3,2025-09-21,2025-10-06,电话,0.591,0.368,0.041,S035,3,1,15,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S035,北京,中级,2023-08-31,B,751,27.76,4.76,34.15,23.16,36-45,1,2025Q3,12,0.27,0.3
L000788,2025-09-10,深圳,车展,40,女,63,0,0,63,2025-09,4,15.4,20.8,8.6,2025-09-15,2025-09-25,微信,0.426,0.53,0.044,S039,2,5,10,0.364,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S039,深圳,中级,2021-12-04,C,1376,10.2,5.95,15.47,33.6,36-45,0,2025Q3,19,0.25,0.3
L000789,2025-11-08,成都,小红书,31,女,29,0,0,29,2025-11,2,23.8,39.2,1.3,2025-11-09,2025-11-22,电话,0.46,0.341,0.199,S012,3,1,13,0.143,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S012,成都,高级,2023-08-25,B,806,11.49,2.66,34.71,44.92,26-35,1,2025Q4,20,0.29,0.358
L000790,2025-11-08,西安,懂车帝,20,女,30,1,0,30,2025-11,2,28.2,40.2,4.8,2025-11-14,2025-11-29,电话,0.361,0.356,0.283,S015,1,6,15,0.125,O000789,2026-01-09,G9,650 Performance,月光银,205.0,0.0,4.8,62.0,0,无,0,0.0,0.0,0.0,0.0,0,S015,西安,中级,2021-11-01,A,1468,19.07,3.79,40.53,42.77,18-25,1,2025Q4,13,0.34,0.355
L000791,2025-08-20,西安,门店,55,女,60,1,0,60,2025-08,6,16.2,28.9,3.9,2025-08-21,2025-09-12,电话,0.565,0.401,0.033,S014,1,1,22,0.261,O000790,2025-09-28,G9,570 Plus,星云白,138.0,1.0,3.6,39.0,1,异响/装配,1,16.3,24.5,3.0,2.8,1,S014,西安,中级,2023-02-18,B,914,29.74,3.69,21.34,48.94,46-55,0,2025Q3,18,0.31,0.271
L000792,2025-08-22,南京,朋友推荐,42,女,31,0,0,31,2025-08,2,7.8,18.1,3.9,2025-08-24,2025-09-17,电话,0.54,0.304,0.156,S028,1,2,24,0.08,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S028,南京,中级,2024-01-23,B,577,27.94,4.1,25.09,36.06,36-45,0,2025Q3,14,0.33,0.321
L000793,2025-07-19,西安,懂车帝,43,男,26,0,0,26,2025-07,2,19.0,36.5,3.0,2025-07-25,2025-07-30,电话,0.565,0.397,0.038,S028,3,6,5,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S028,西安,中级,2021-10-30,B,1358,22.4,5.56,13.46,37.4,36-45,1,2025Q3,24,0.34,0.376
L000794,2025-07-19,深圳,抖音,52,女,29,0,0,29,2025-07,3,14.3,23.9,4.3,2025-07-26,2025-08-10,面谈,0.281,0.305,0.414,S024,1,7,15,0.188,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S024,深圳,中级,2021-10-10,B,1378,27.6,6.37,20.6,39.62,46-55,1,2025Q3,24,0.27,0.304
L000795,2025-10-29,西安,门店,33,男,36,0,0,36,2025-10,1,11.7,31.4,0.0,2025-11-01,2025-11-24,微信,0.426,0.536,0.038,S049,3,3,23,0.042,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,西安,高级,2023-07-17,B,835,25.54,3.63,16.12,56.26,26-35,0,2025Q4,19,0.31,0.389
L000796,2025-10-05,成都,门店,30,女,30,0,0,30,2025-10,1,17.0,31.2,0.0,2025-10-05,2025-10-23,微信,0.416,0.542,0.042,S046,1,0,18,0.053,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S046,成都,初级,2023-05-09,B,880,18.1,4.51,33.61,24.53,26-35,1,2025Q4,15,0.31,0.234
L000797,2025-10-30,杭州,懂车帝,42,男,24,1,0,24,2025-10,2,6.0,24.0,7.5,2025-10-30,2025-11-22,电话,0.538,0.417,0.045,S035,3,0,23,0.083,O000796,2025-12-18,G9,702 Max,月光银,220.0,0.0,3.5,49.0,0,无,0,0.0,0.0,0.0,0.0,0,S035,杭州,中级,2022-07-09,B,1209,15.24,2.47,24.84,31.33,36-45,0,2025Q4,13,0.34,0.226
L000798,2025-10-27,深圳,朋友推荐,46,女,43,1,0,43,2025-10,2,28.5,35.9,6.4,2025-11-02,2025-11-24,微信,0.26,0.432,0.307,S027,1,6,22,0.087,O000797,2025-12-02,G9,650 Max,星际绿,217.0,0.0,3.5,36.0,2,售后响应,2,10.1,16.5,3.6,2.8,1,S027,深圳,初级,2022-09-17,B,1136,16.62,2.03,8.92,55.26,46-55,0,2025Q4,17,0.33,0.39
L000799,2025-08-22,重庆,懂车帝,46,女,30,1,0,30,2025-08,2,13.1,31.0,1.0,2025-08-22,2025-08-26,电话,0.612,0.235,0.153,S026,2,0,4,0.4,O000798,2025-09-25,G9,650 Performance,星际绿,184.0,0.0,3.3,34.0,0,无,0,0.0,0.0,0.0,0.0,0,S026,重庆,资深,2023-12-30,C,601,10.22,3.92,15.5,54.26,46-55,0,2025Q3,16,0.34,0.32
L000800,2025-11-26,西安,车展,38,女,21,1,0,21,2025-11,3,25.2,34.7,6.0,2025-11-27,2025-12-02,微信,0.321,0.632,0.047,S004,2,1,5,0.5,O000799,2026-02-01,G9,650 Performance,暗夜黑,112.0,1.0,3.3,67.0,1,软件体验,1,11.8,22.7,3.1,2.7,1,S004,西安,中级,2021-03-03,B,1729,18.25,5.4,10.83,55.92,36-45,0,2025Q4,13,0.25,0.357
L000801,2025-07-02,南京,车展,35,男,35,0,0,35,2025-07,2,20.0,37.5,4.0,2025-07-09,2025-08-01,微信,0.297,0.551,0.152,S023,2,7,23,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,南京,资深,2023-08-16,B,686,12.06,3.57,37.66,61.23,26-35,0,2025Q3,13,0.25,0.221
L000802,2025-10-28,重庆,门店,40,女,33,1,0,33,2025-10,2,30.5,46.1,3.7,2025-11-03,2025-11-08,面谈,0.37,0.177,0.453,S044,1,6,5,0.333,O000801,2025-12-17,G9,702 Pro,月光银,64.0,0.0,3.6,50.0,0,无,0,0.0,0.0,0.0,0.0,0,S044,重庆,高级,2021-03-25,A,1678,12.2,5.65,23.21,32.13,36-45,0,2025Q4,23,0.31,0.391
L000803,2025-08-26,广州,小红书,50,男,17,0,0,17,2025-08,4,20.2,37.5,4.7,2025-08-29,2025-09-15,面谈,0.321,0.205,0.474,S018,1,3,17,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,广州,初级,2023-05-01,C,848,21.04,4.92,29.21,23.2,46-55,0,2025Q3,9,0.29,0.306
L000804,2025-11-25,杭州,懂车帝,43,女,46,0,0,46,2025-11,3,13.3,21.8,5.0,2025-12-01,2025-12-09,微信,0.351,0.401,0.248,S020,1,6,8,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S020,杭州,资深,2022-12-01,C,1090,22.45,5.63,11.34,29.8,36-45,0,2025Q4,14,0.34,0.393
L000805,2025-10-27,重庆,抖音,40,女,9,0,0,9,2025-10,2,13.0,32.6,3.1,2025-11-03,2025-11-07,微信,0.373,0.582,0.045,S046,3,7,4,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S046,重庆,初级,2021-05-24,A,1617,14.46,2.6,12.77,55.44,36-45,0,2025Q4,23,0.27,0.301
L000806,2025-09-15,广州,小红书,38,男,32,1,0,32,2025-09,3,22.5,33.2,3.3,2025-09-20,2025-10-06,面谈,0.241,0.039,0.719,S042,1,5,16,0.176,O000805,2025-11-23,G9,702 Pro,星云白,248.0,0.0,2.6,69.0,1,异响/装配,1,7.2,16.5,3.5,3.4,1,S042,广州,初级,2022-06-02,C,1201,15.45,5.08,9.88,30.19,36-45,0,2025Q3,15,0.29,0.289
L000807,2025-12-19,南京,小红书,35,女,42,0,0,42,2025-12,3,9.1,13.4,4.9,2025-12-19,2025-12-23,微信,0.355,0.524,0.121,S007,2,0,4,0.6,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S007,南京,中级,2023-06-09,B,924,14.55,3.15,40.8,36.96,26-35,0,2025Q4,19,0.29,0.23
L000808,2025-08-10,北京,车展,35,女,35,0,0,35,2025-08,3,22.1,38.4,5.4,2025-08-12,2025-08-16,电话,0.431,0.278,0.291,S015,3,2,4,0.6,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S015,北京,初级,2022-11-11,B,1003,28.52,3.11,25.21,46.51,26-35,1,2025Q3,15,0.25,0.361
L000809,2025-11-15,上海,车展,48,男,24,0,0,24,2025-11,3,17.8,21.0,8.0,2025-11-21,2025-12-13,微信,0.288,0.542,0.17,S023,2,6,22,0.13,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,上海,高级,2023-08-15,B,823,28.75,5.99,38.26,54.99,46-55,1,2025Q4,7,0.25,0.397
L000810,2025-11-24,广州,朋友推荐,43,男,38,0,0,38,2025-11,4,17.7,33.7,4.1,2025-11-29,2025-12-02,微信,0.391,0.498,0.111,S036,2,5,3,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,广州,中级,2024-07-23,A,489,28.66,3.05,11.54,65.51,36-45,0,2025Q4,17,0.33,0.295
L000811,2025-08-18,北京,车展,43,男,16,0,0,16,2025-08,2,18.6,24.6,7.6,2025-08-21,2025-08-23,电话,0.566,0.273,0.161,S044,1,3,2,0.667,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S044,北京,初级,2021-06-05,B,1535,29.28,5.95,27.04,48.59,36-45,0,2025Q3,15,0.25,0.315
L000812,2025-10-05,成都,懂车帝,31,男,27,0,0,27,2025-10,1,23.3,33.7,0.0,2025-10-09,2025-10-29,电话,0.502,0.462,0.036,S049,1,4,20,0.048,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,成都,资深,2021-06-16,B,1572,31.0,2.11,21.6,41.82,26-35,1,2025Q4,15,0.34,0.398
L000813,2025-07-15,重庆,门店,33,男,50,0,0,50,2025-07,3,15.8,34.5,5.3,2025-07-20,2025-08-02,微信,0.441,0.516,0.043,S045,3,5,13,0.214,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,重庆,初级,2023-10-11,A,643,26.8,3.98,37.13,41.01,26-35,0,2025Q3,11,0.31,0.345
L000814,2025-12-17,南京,抖音,48,男,33,0,0,33,2025-12,3,5.4,24.5,3.4,2025-12-19,2025-12-23,电话,0.511,0.142,0.347,S032,2,2,4,0.6,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S032,南京,中级,2024-06-13,A,552,10.11,3.9,24.05,35.1,46-55,0,2025Q4,19,0.27,0.37
L000815,2025-08-04,深圳,小红书,26,女,38,0,0,38,2025-08,2,11.3,21.4,4.9,2025-08-04,2025-08-17,电话,0.638,0.313,0.049,S028,3,0,13,0.143,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S028,深圳,初级,2024-03-23,B,499,28.25,5.87,36.07,32.81,26-35,0,2025Q3,19,0.29,0.368
L000816,2025-11-10,北京,懂车帝,42,男,47,0,0,47,2025-11,4,20.6,37.1,5.6,2025-11-13,2025-12-05,电话,0.644,0.252,0.104,S002,3,3,22,0.174,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S002,北京,初级,2024-03-24,C,596,22.58,3.34,15.51,45.09,36-45,0,2025Q4,20,0.34,0.342
L000817,2025-10-07,成都,朋友推荐,30,男,28,1,0,28,2025-10,3,15.4,33.4,1.0,2025-10-09,2025-10-29,微信,0.408,0.547,0.045,S026,1,2,20,0.143,O000816,2025-11-13,G9,650 Max,暗夜黑,60.0,0.0,3.9,37.0,0,无,0,0.0,0.0,0.0,0.0,0,S026,成都,中级,2023-11-04,A,703,26.93,5.05,34.17,45.8,26-35,0,2025Q4,15,0.33,0.253
L000818,2025-12-26,南京,小红书,49,男,25,1,0,25,2025-12,5,15.6,28.8,1.9,2025-12-27,2026-01-02,电话,0.56,0.072,0.368,S028,3,1,6,0.714,O000817,2026-01-15,G9,702 Pro,暗夜黑,186.0,1.0,3.6,20.0,0,无,0,0.0,0.0,0.0,0.0,0,S028,南京,资深,2022-03-10,A,1387,15.25,2.36,19.72,45.14,46-55,0,2025Q4,19,0.29,0.398
L000819,2025-10-19,武汉,小红书,27,女,38,0,0,38,2025-10,0,0.0,0.0,0.0,2025-10-19,2025-10-19,电话,0.374,0.275,0.351,S036,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,武汉,中级,2022-04-05,B,1293,14.16,4.05,35.12,23.6,26-35,1,2025Q4,18,0.29,0.271
L000820,2025-12-04,上海,小红书,41,男,26,0,0,26,2025-12,2,21.6,31.4,6.3,2025-12-05,2025-12-10,电话,0.551,0.198,0.25,S036,1,1,5,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,上海,中级,2023-10-24,B,772,13.27,4.26,25.65,28.81,36-45,0,2025Q4,22,0.29,0.307
L000821,2025-08-05,武汉,懂车帝,45,男,38,1,0,38,2025-08,3,12.9,22.1,3.1,2025-08-09,2025-08-20,电话,0.369,0.28,0.351,S015,1,4,11,0.25,O000820,2025-09-17,G9,702 Max,月光银,106.0,0.0,4.5,43.0,0,无,0,0.0,0.0,0.0,0.0,0,S015,武汉,高级,2023-03-14,C,875,31.48,4.73,18.82,49.35,36-45,0,2025Q3,12,0.34,0.376
L000822,2025-08-07,重庆,抖音,44,女,23,0,0,23,2025-08,2,12.9,22.7,4.6,2025-08-07,2025-08-26,电话,0.608,0.344,0.048,S036,2,0,19,0.1,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,重庆,高级,2023-12-22,A,594,18.96,5.66,18.15,74.54,36-45,0,2025Q3,16,0.27,0.297
L000823,2025-12-24,武汉,抖音,36,男,30,0,0,30,2025-12,1,15.8,29.7,0.0,2025-12-28,2026-01-15,面谈,0.302,0.326,0.372,S014,1,4,18,0.053,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S014,武汉,高级,2022-04-13,B,1351,19.82,5.71,35.5,34.59,36-45,0,2025Q4,16,0.27,0.3
L000824,2025-09-17,上海,朋友推荐,35,男,45,0,0,45,2025-09,5,11.3,15.0,2.5,2025-09-18,2025-10-07,电话,0.527,0.349,0.125,S042,2,1,19,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S042,上海,中级,2021-05-14,B,1587,26.63,3.43,16.61,63.77,26-35,0,2025Q3,16,0.33,0.297
L000825,2025-07-17,上海,朋友推荐,39,男,33,1,0,33,2025-07,3,12.6,24.5,4.3,2025-07-20,2025-08-02,微信,0.152,0.537,0.311,S015,1,3,13,0.214,O000824,2025-09-16,G9,650 Max,星云白,27.0,1.0,3.9,61.0,2,充电体验,2,3.2,6.0,3.6,3.3,1,S015,上海,中级,2023-02-11,B,887,20.39,3.35,19.39,45.61,36-45,0,2025Q3,14,0.33,0.308
L000826,2025-11-04,南京,抖音,41,男,33,1,0,33,2025-11,1,28.2,46.3,0.0,2025-11-06,2025-11-10,电话,0.501,0.461,0.038,S015,2,2,4,0.2,O000825,2025-12-15,G9,650 Performance,暗夜黑,255.0,0.0,2.8,41.0,1,软件体验,1,4.5,12.1,3.9,3.9,1,S015,南京,中级,2021-12-30,B,1405,11.94,4.96,34.58,25.5,36-45,0,2025Q4,14,0.27,0.338
L000827,2025-08-12,南京,朋友推荐,37,女,24,0,0,24,2025-08,3,19.3,34.0,7.0,2025-08-18,2025-09-06,电话,0.544,0.369,0.087,S026,1,6,19,0.15,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S026,南京,资深,2022-03-01,B,1260,31.03,3.54,26.95,27.3,36-45,0,2025Q3,14,0.33,0.331
L000828,2025-11-13,西安,车展,54,女,21,0,0,21,2025-11,3,22.8,39.7,7.2,2025-11-19,2025-12-13,电话,0.472,0.198,0.33,S037,3,6,24,0.12,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S037,西安,中级,2021-11-03,A,1471,30.67,6.11,26.69,57.3,46-55,0,2025Q4,13,0.25,0.377
L000829,2025-08-05,重庆,门店,41,男,31,1,0,31,2025-08,1,18.2,25.2,0.0,2025-08-11,2025-08-20,面谈,0.297,0.232,0.472,S029,2,6,9,0.1,O000828,2025-10-06,G9,650 Performance,星际绿,40.0,0.0,4.0,62.0,1,软件体验,1,11.1,17.4,2.9,2.7,1,S029,重庆,高级,2021-05-25,B,1533,25.5,1.89,16.84,71.46,36-45,0,2025Q3,16,0.31,0.362
L000830,2025-10-30,北京,小红书,41,女,27,0,0,27,2025-10,3,21.0,32.6,5.6,2025-10-30,2025-11-17,微信,0.376,0.583,0.041,S003,2,0,18,0.158,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S003,北京,中级,2022-11-09,B,1086,15.88,6.31,22.75,40.16,36-45,0,2025Q4,11,0.29,0.284
L000831,2025-10-27,武汉,朋友推荐,45,女,23,0,0,23,2025-10,2,18.6,33.3,5.3,2025-10-28,2025-10-30,电话,0.48,0.376,0.144,S038,1,1,2,0.667,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S038,武汉,高级,2023-03-16,A,956,15.5,5.31,37.53,38.28,36-45,0,2025Q4,18,0.33,0.4
L000832,2025-07-10,南京,懂车帝,32,女,24,1,0,24,2025-07,2,34.2,53.3,1.2,2025-07-12,2025-07-14,微信,0.248,0.549,0.203,S010,1,2,2,0.667,O000831,2025-08-24,G9,702 Pro,星云白,172.0,0.0,3.1,45.0,0,无,0,0.0,0.0,0.0,0.0,0,S010,南京,初级,2023-06-22,B,749,27.74,6.4,37.33,72.3,26-35,0,2025Q3,13,0.34,0.234
L000833,2025-11-16,上海,懂车帝,62,女,43,0,0,43,2025-11,4,16.3,25.1,6.1,2025-11-16,2025-11-24,面谈,0.181,0.298,0.521,S015,1,0,8,0.444,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S015,上海,高级,2023-03-14,A,978,11.71,3.04,27.31,64.09,56+,1,2025Q4,7,0.34,0.294
L000834,2025-09-08,西安,门店,32,男,26,1,0,26,2025-09,4,29.5,43.2,1.1,2025-09-13,2025-09-23,面谈,0.157,0.324,0.518,S009,1,5,10,0.364,O000833,2025-11-11,G9,702 Pro,星云白,95.0,0.0,3.4,64.0,0,无,0,0.0,0.0,0.0,0.0,0,S009,西安,中级,2021-09-28,B,1441,30.72,3.65,36.75,65.68,26-35,0,2025Q3,13,0.31,0.24
L000835,2025-11-09,西安,抖音,33,男,29,0,0,29,2025-11,3,23.3,34.6,2.3,2025-11-09,2025-11-12,微信,0.475,0.49,0.034,S040,3,0,3,0.75,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,西安,中级,2023-03-24,C,961,12.63,5.53,30.75,33.58,26-35,1,2025Q4,13,0.27,0.353
L000836,2025-07-17,武汉,车展,35,女,41,1,0,41,2025-07,6,15.1,25.0,2.4,2025-07-19,2025-07-28,微信,0.388,0.572,0.04,S004,2,2,9,0.6,O000835,2025-08-26,G9,650 Max,月光银,167.0,0.0,3.8,40.0,0,无,0,0.0,0.0,0.0,0.0,0,S004,武汉,中级,2023-11-21,B,604,16.85,5.82,14.95,67.22,26-35,0,2025Q3,14,0.25,0.369
L000837,2025-09-18,重庆,小红书,47,男,46,1,0,46,2025-09,3,13.6,24.5,8.6,2025-09-23,2025-09-26,面谈,0.129,0.174,0.697,S040,3,5,3,0.75,O000836,2025-10-22,G9,650 Max,星阙灰,247.0,0.0,4.5,34.0,0,无,0,0.0,0.0,0.0,0.0,0,S040,重庆,高级,2021-05-21,B,1581,13.77,3.77,32.25,51.24,46-55,0,2025Q3,15,0.29,0.347
L000838,2025-12-26,杭州,小红书,24,女,22,0,0,22,2025-12,3,14.3,31.2,5.3,2025-12-31,2026-01-19,电话,0.513,0.455,0.032,S008,1,5,19,0.15,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S008,杭州,中级,2022-09-02,B,1211,14.31,5.08,22.08,42.68,18-25,0,2025Q4,17,0.29,0.34
L000839,2025-08-19,西安,车展,22,男,38,0,0,38,2025-08,8,17.0,26.2,5.4,2025-08-20,2025-09-02,电话,0.492,0.468,0.04,S010,2,1,13,0.571,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S010,西安,中级,2023-09-19,C,700,30.68,1.87,31.4,27.4,18-25,0,2025Q3,18,0.25,0.238
